ID,3TC,ABC,AZT,D4T,DDC,DDI,DLV,EFV,NVP,TDF,FTC
103797,,,,,,,,,,,
103798,,,,,,,,,,,
103799,,,,,,,,,,,
103800,,,,,,,,,,,
103801,,,,,,,,,,,
103802,,,,,,,,,,,
103803,,,,,,,220.0,38.0,7.5,,
103805,,,,,,,106.0,39.0,29.0,,
103806,,,,,,,140.0,,28.0,,
103809,,,,,,,84.0,2.0,63.0,,
103810,,,,,,,12.0,140.0,79.0,,
103811,,,,,,,1.0,11.0,41.0,,
103818,,,,,,,,3.8,,,
103819,,,,,,,,1.0,,,
103820,,,,,,,,0.3,,,
103821,,,,,,,,0.8,,,
103822,,,,,,,,15.0,,,
103823,,,,,,,,0.4,,,
103824,,,,,,,,0.5,,,
103825,,,,,,,,1.6,,,
103826,,,,,,,,0.8,,,
103827,,,,,,,,37.0,,,
103828,,,,,,,,1.3,,,
103829,,,,,,,,3.6,,,
103830,,,,,,,,0.8,,,
103831,,,,,,,,2.1,,,
103832,,,,,,,,1.4,,,
103833,,,,,,,,82.0,,,
103834,,,,,,,,15.0,,,
103835,,,,,,,,73.0,,,
103836,,,,,,,,28.0,,,
103837,,,,,,,,2000.0,,,
103838,,,,,,,,1800.0,,,
103839,,,,,,,,2200.0,,,
103840,,,,,,,,12000.0,,,
103841,,,,,,,,26.0,,,
103842,,,,,,,,13.0,,,
103843,,,,,,,,47.0,,,
103844,,,,,,,,1.4,,,
103845,,,,,,,,0.8,,,
103846,,,,,,,,1.6,,,
103847,,,,,,,,3.0,,,
103848,,,,,,,,1.0,,,
103849,,,,,,,,1.0,,,
103850,,,,,,,,2.0,,,
103851,,,,,,,,1.0,,,
103852,,,,,,,,33.0,,,
103853,,,,,,,,85.0,,,
103854,,,,,,,,1.0,,,
103855,,,,,,,,10.0,,,
103856,,,,,,,,2.0,,,
103857,,,,,,,,167.0,,,
103865,,,,,,,,58.0,,,
103866,,,,,,,,7.0,,,
103867,,,,,,,,46.0,,,
103868,,,,,,,,1.0,130.0,,
103869,,,,,,,,2.0,130.0,,
103870,,,,,,,,37.0,130.0,,
107792,84.5,3.2,0.8,0.9,,5.3,,,,1.5,63.4
107794,29.3,1.3,0.3,0.4,,1.6,,,,1.7,40.8
115082,,,,,,,65.0,26.0,48.0,,
115083,,,,,,,37.0,22.0,13.0,,
144953,,,,,,,,,,,
144954,,,,,,,,,,,
144955,,,,,,,,,,,
144958,,,,,,,,,,,
144959,,,,,,,,,,,
144960,,,,,,,,,,,
144961,,,,,,,,,,,
144963,,,,,,,,,,,
144964,,,,,,,,,,,
144965,,,,,,,,,,,
144966,,,,,,,,,,,
144967,,,,,,,,,,,
144968,,,,,,,,,,,
144971,,,,,,,,,,,
144972,,,,,,,,,,,
144975,,,,,,,,,,,
144976,,,,,,,,,,,
144977,,,,,,,,,,,
144978,,,,,,,,,,,
144979,,,,,,,,,,,
144980,,,,,,,,,,,
144981,,,,,,,,,,,
144982,,,,,,,,,,,
144983,,,,,,,,,,,
144984,,,,,,,,,,,
145333,,,,,,,,,,,
145334,,,,,,,,,,,
145335,,,,,,,,,,,
145336,,,,,,,,,,,
145337,,,,,,,,,,,
147880,,,,,,,,,,,
147882,,,,,,,,,,,
147884,,,,,,,,,,,
147886,,,,,,,,,,,
147888,,,,,,,,,,,
147890,,,,,,,,,,,
147892,,,,,,,,,,,
147894,,,,,,,,,,,
147896,,,,,,,,,,,
147898,,,,,,,,,,,
147900,,,,,,,,,,,
147902,,,,,,,,,,,
147904,,,,,,,,,,,
147906,,,,,,,,,,,
147908,,,,,,,,,,,
147910,,,,,,,,,,,
147912,,,,,,,,,,,
147914,,,,,,,,,,,
147916,,,,,,,,,,,
147918,,,,,,,,,,,
147920,,,,,,,,,,,
147922,,,,,,,,,,,
147924,,,,,,,,,,,
147926,,,,,,,,,,,
147928,,,,,,,,,,,
147930,,,,,,,,,,,
147932,,,,,,,,,,,
147934,,,,,,,,,,,
147936,,,,,,,,,,,
147938,,,,,,,,,,,
147940,,,,,,,,,,,
147942,,,,,,,,,,,
147944,,,,,,,,,,,
147946,,,,,,,,,,,
147948,,,,,,,,,,,
147950,,,,,,,,,,,
147952,,,,,,,,,,,
147954,,,,,,,,,,,
147956,,,,,,,,,,,
150525,,,,,,,,2152.7,88.4,,
150526,,,,,,,,92.7,152.0,,
150527,,,,,,,,10.3,125.6,,
150528,,,,,,,,71.5,135.7,,
150529,,,,,,,,36.8,177.8,,
150530,,,,,,,,6.3,77.3,,
150531,,,,,,,,9.4,77.3,,
150532,,,,,,,,12.2,77.3,,
150533,,,,,,,,5.0,1758.0,,
150534,,,,,,,,1.0,77.3,,
150535,,,,,,,,1.6,123.6,,
150536,,,,,,,,12.7,77.4,,
150537,,,,,,,,439.5,77.3,,
150538,,,,,,,,209.2,205.2,,
150539,,,,,,,,9423.2,51.6,,
150540,,,,,,,,5697.4,77.3,,
150541,,,,,,,,2289.2,613.4,,
150542,,,,,,,,14.3,330.3,,
150543,,,,,,,,13451.8,51.6,,
150544,,,,,,,,18.4,397.4,,
150545,,,,,,,,35.4,77.3,,
150546,,,,,,,,20.5,6.5,,
150547,,,,,,,,3.2,,,
150548,,,,,,,,60.5,322.8,,
150549,,,,,,,,2.6,2.5,,
150550,,,,,,,,31.7,67.2,,
150551,,,,,,,,4.9,36.2,,
150552,,,,,,,,2.1,61.5,,
150553,,,,,,,,2.3,7.2,,
150554,,,,,,,,1.9,1.2,,
150555,,,,,,,,2.7,4.0,,
150556,,,,,,,,5.4,2.0,,
150557,,,,,,,,0.2,0.7,,
150558,,,,,,,,0.9,0.8,,
150559,,,,,,,,2.0,111.8,,
150560,,,,,,,,1.6,77.3,,
150561,,,,,,,,2.8,2155.9,,
150562,,,,,,,,44.1,211.5,,
150563,,,,,,,,8.8,116.6,,
150564,,,,,,,,98.6,161.2,,
150565,,,,,,,,6.4,19.2,,
150566,,,,,,,,1.2,1.3,,
150567,,,,,,,,0.9,3.4,,
159121,,,,,,,14.3,258.8,119.0,,
159123,,,,,,,0.2,0.6,0.5,,
159125,,,,,,,78.7,3.0,84.6,,
159127,,,,,,,2.1,344.5,79.5,,
159129,,,,,,,60.5,148.6,106.2,,
159131,,,,,,,70.7,8302.7,106.2,,
159133,,,,,,,17.5,2587.6,139.4,,
159135,,,,,,,50.4,16434.2,119.7,,
159137,,,,,,,63.1,40.7,70.5,,
159139,,,,,,,11.9,,139.4,,
159141,,,,,,,46.5,4.0,131.7,,
159143,,,,,,,4.3,1.4,1.6,,
159145,,,,,,,1.7,1957.7,131.7,,
159147,,,,,,,13.7,115.5,131.7,,
159149,,,,,,,56.8,4933.2,69.9,,
159151,,,,,,,53.7,7109.6,109.3,,
159153,,,,,,,25.2,12.1,69.9,,
159155,,,,,,,51.8,11.0,79.5,,
159157,,,,,,,55.0,220.1,103.5,,
159159,,,,,,,56.9,12378.4,67.6,,
159161,,,,,,,0.5,0.5,1.3,,
159163,,,,,,,1.6,1.1,2.0,,
159165,,,,,,,1.5,1.4,1.0,,
159167,,,,,,,8.4,1255.4,54.7,,
159169,,,,,,,10.8,177.3,98.4,,
159171,,,,,,,0.6,0.5,0.4,,
159173,,,,,,,3.2,53.1,127.5,,
159175,,,,,,,19.9,73.4,117.6,,
159177,,,,,,,44.2,6136.3,74.3,,
159181,,,,,,,0.5,2486.5,127.5,,
159183,,,,,,,44.2,7031.1,74.3,,
159185,,,,,,,19.3,3471.0,103.5,,
159187,,,,,,,5.4,2.1,100.9,,
159189,,,,,,,6.8,293.7,119.3,,
159191,,,,,,,82.8,2.7,13.1,,
159193,,,,,,,1.9,3.3,27.9,,
159195,,,,,,,2.0,188.3,119.3,,
159197,,,,,,,43.9,234.3,44.3,,
159199,,,,,,,55.9,1940.4,98.5,,
159201,,,,,,,36.6,3005.8,72.9,,
159203,,,,,,,22.2,148.8,74.3,,
159205,,,,,,,55.4,949.1,73.0,,
159207,,,,,,,26.1,1831.8,82.2,,
159209,,,,,,,3.7,117.7,73.0,,
159211,,,,,,,1.0,1.2,2.1,,
159213,,,,,,,0.9,1.1,3.2,,
159215,,,,,,,64.7,209.9,72.9,,
159217,,,,,,,59.8,5679.8,71.6,,
159219,,,,,,,51.0,3073.7,83.6,,
159221,,,,,,,46.0,2875.1,65.3,,
159223,,,,,,,2.3,0.9,2.3,,
159225,,,,,,,0.6,1.2,2.5,,
159227,,,,,,,59.8,500.4,71.6,,
159229,,,,,,,50.9,1657.4,83.9,,
159231,,,,,,,10.5,572.2,63.2,,
159233,,,,,,,41.9,5.8,50.0,,
159235,,,,,,,8.3,197.2,83.6,,
159237,,,,,,,16.3,3.0,7.7,,
159239,,,,,,,44.1,29.2,71.6,,
159241,,,,,,,26.7,19.7,34.9,,
159243,,,,,,,43.8,2304.2,63.2,,
159245,,,,,,,51.8,154.7,87.5,,
159247,,,,,,,0.3,5.4,120.5,,
159249,,,,,,,87.6,4.5,115.4,,
159251,,,,,,,4.6,591.1,63.2,,
159253,,,,,,,51.0,1683.2,83.6,,
159255,,,,,,,63.6,277.9,72.9,,
159257,,,,,,,44.3,246.1,71.6,,
159259,,,,,,,0.6,0.8,2.6,,
159261,,,,,,,44.1,4186.4,86.6,,
159263,,,,,,,59.8,24.6,53.7,,
159265,,,,,,,1.0,1.2,2.3,,
159267,,,,,,,1.1,1.1,1.9,,
159269,,,,,,,8.7,433.8,83.6,,
159271,,,,,,,39.1,2198.4,73.8,,
159273,,,,,,,0.6,1.4,3.0,,
159275,,,,,,,43.8,2272.8,63.2,,
159277,,,,,,,44.1,3365.9,86.6,,
159279,,,,,,,0.2,0.4,0.6,,
159281,,,,,,,0.7,23.9,83.6,,
159283,,,,,,,0.8,0.6,2.5,,
159285,,,,,,,27.3,,27.2,,
159287,,,,,,,44.8,898.7,91.5,,
159289,,,,,,,1.4,0.9,2.3,,
159291,,,,,,,59.8,1320.5,71.6,,
159293,,,,,,,51.0,17.5,83.6,,
159295,,,,,,,0.4,0.6,0.5,,
159297,,,,,,,40.0,10.2,39.9,,
159299,,,,,,,51.0,5788.8,83.6,,
159301,,,,,,,53.3,59.8,85.6,,
159303,,,,,,,56.3,542.1,94.5,,
159305,,,,,,,51.0,784.3,83.6,,
159307,,,,,,,13.9,17.7,94.5,,
159309,,,,,,,0.2,0.4,0.5,,
159311,,,,,,,2.6,1.4,9.0,,
159313,,,,,,,43.8,6190.4,87.4,,
159315,,,,,,,0.4,0.7,0.5,,
159317,,,,,,,7.4,1.8,7.9,,
159319,,,,,,,0.4,0.3,1.4,,
159321,,,,,,,43.8,6369.5,63.2,,
159323,,,,,,,67.2,5068.9,119.5,,
159325,,,,,,,19.4,13.6,63.2,,
159327,,,,,,,62.2,781.6,87.2,,
159329,,,,,,,59.8,113.4,71.6,,
159331,,,,,,,62.2,126.6,87.2,,
159333,,,,,,,14.1,55.4,86.6,,
159335,,,,,,,41.3,132.4,63.2,,
159337,,,,,,,6.1,9.8,63.2,,
159339,,,,,,,0.3,0.5,1.7,,
159341,,,,,,,62.2,5767.3,87.4,,
159343,,,,,,,44.1,2869.3,119.5,,
159345,,,,,,,60.8,853.3,103.8,,
159347,,,,,,,60.9,2516.0,78.8,,
159349,,,,,,,36.3,22.0,96.8,,
159351,,,,,,,50.4,14998.0,119.7,,
159353,,,,,,,3.3,2.4,2.1,,
159355,,,,,,,5.4,1.5,2.3,,
159357,,,,,,,0.3,0.5,0.7,,
159359,,,,,,,59.1,26.5,91.5,,
159361,,,,,,,53.4,166.4,98.6,,
159363,,,,,,,31.1,6.3,13.5,,
159365,,,,,,,77.9,2758.3,66.8,,
159367,,,,,,,4.5,260.9,77.3,,
159369,,,,,,,14.3,701.4,96.8,,
159371,,,,,,,59.1,36.3,91.5,,
159373,,,,,,,8.7,29.4,66.8,,
159375,,,,,,,70.7,175.6,107.8,,
159377,,,,,,,39.8,14.0,39.2,,
159379,,,,,,,35.5,17.0,77.3,,
159381,,,,,,,51.0,3693.4,77.3,,
159383,,,,,,,77.9,11673.0,66.8,,
159385,,,,,,,13.0,0.8,77.3,,
159387,,,,,,,8.7,153.8,63.2,,
159389,,,,,,,0.2,0.6,1.4,,
159391,,,,,,,1.2,0.8,1.8,,
159393,,,,,,,1.0,1.1,1.7,,
159395,,,,,,,1.0,1.3,3.3,,
159397,,,,,,,11.8,1042.8,67.6,,
159399,,,,,,,18.4,4206.7,67.6,,
159401,,,,,,,25.3,0.7,77.3,,
159403,,,,,,,32.0,11.2,28.7,,
159405,,,,,,,13.5,805.0,67.6,,
159407,,,,,,,1.4,0.8,1.6,,
159409,,,,,,,56.9,1366.5,67.6,,
159411,,,,,,,72.7,504.4,108.4,,
159413,,,,,,,40.6,283.6,103.5,,
159415,,,,,,,60.5,2.9,125.8,,
159417,,,,,,,60.5,163.7,127.5,,
159419,,,,,,,0.7,15.5,120.4,,
159421,,,,,,,45.2,2676.6,57.0,,
159423,,,,,,,45.2,7.1,57.0,,
159425,,,,,,,52.2,2.0,18.8,,
159427,,,,,,,1.6,5.0,82.2,,
159429,,,,,,,82.8,11660.0,98.4,,
159431,,,,,,,45.2,95.6,57.0,,
159433,,,,,,,1.6,0.5,1.0,,
159435,,,,,,,4.1,159.1,61.8,,
159437,,,,,,,45.6,3.4,103.5,,
159439,,,,,,,45.9,9.3,74.0,,
159441,,,,,,,6.1,102.3,80.1,,
159443,,,,,,,0.8,0.7,1.1,,
159445,,,,,,,82.8,112.2,98.4,,
159447,,,,,,,1.6,2.3,2.1,,
159449,,,,,,,55.4,138.5,73.0,,
159451,,,,,,,1.0,1.0,1.3,,
159453,,,,,,,44.2,2263.5,74.3,,
159455,,,,,,,1.6,1.0,2.0,,
159457,,,,,,,2.5,1.1,3.6,,
159459,,,,,,,0.2,0.4,0.5,,
159461,,,,,,,64.7,407.9,78.6,,
159463,,,,,,,75.0,22.5,119.3,,
159465,,,,,,,40.2,355.3,90.7,,
159467,,,,,,,17.1,277.4,74.3,,
159469,,,,,,,55.4,1537.8,73.0,,
159471,,,,,,,3.7,58.8,82.2,,
159473,,,,,,,3.0,4.3,43.0,,
159475,,,,,,,45.9,195.8,82.2,,
159477,,,,,,,55.4,11.6,73.0,,
159479,,,,,,,64.7,2464.7,82.2,,
159481,,,,,,,16.4,81.8,90.7,,
159483,,,,,,,21.3,2568.0,90.7,,
159485,,,,,,,50.9,348.3,83.9,,
159487,,,,,,,46.5,90.3,101.9,,
159489,,,,,,,23.6,466.4,91.5,,
159491,,,,,,,21.8,3.0,29.8,,
159493,,,,,,,35.1,92.7,72.9,,
159495,,,,,,,44.6,2250.8,90.7,,
159497,,,,,,,0.3,0.4,0.7,,
159499,,,,,,,5.2,110.2,90.7,,
159501,,,,,,,85.3,732.8,115.4,,
159503,,,,,,,5.3,3.2,3.8,,
159505,,,,,,,5.1,1.7,2.0,,
159507,,,,,,,44.6,3830.0,90.7,,
159509,,,,,,,1.9,2.1,20.6,,
159511,,,,,,,87.6,680.8,115.4,,
159513,,,,,,,53.7,23.0,91.5,,
159515,,,,,,,3.3,1.8,7.1,,
159517,,,,,,,60.7,57.7,83.0,,
159519,,,,,,,0.5,0.7,1.9,,
171637,,,,,,,,1.6,4.4,,
171638,,,,,,,,20.3,7.3,,
171639,,,,,,,,3.8,0.0,,
171640,,,,,,,,72.3,166.1,,
171641,,,,,,,,2.4,2.5,,
171642,,,,,,,,32.5,42.1,,
171643,,,,,,,,4.8,59.4,,
171644,,,,,,,,2.0,49.0,,
171645,,,,,,,,2.6,6.3,,
171646,,,,,,,,1.5,3.1,,
171647,,,,,,,,1.6,2.3,,
171648,,,,,,,,0.9,2.8,,
171649,,,,,,,,2.0,1.1,,
171650,,,,,,,,3.4,5.1,,
171651,,,,,,,,2.2,4.4,,
171652,,,,,,,,1.4,3.8,,
171653,,,,,,,,2.7,4.6,,
171654,,,,,,,,5.7,2.1,,
171655,,,,,,,,0.4,0.6,,
171656,,,,,,,,1.0,0.8,,
171657,,,,,,,,2.1,43.0,,
171658,,,,,,,,1.6,65.7,,
171659,,,,,,,,3.0,2155.9,,
171660,,,,,,,,42.6,42.1,,
171661,,,,,,,,8.1,86.6,,
171662,,,,,,,,94.8,96.9,,
171663,,,,,,,,1.6,4.3,,
171664,,,,,,,,5.0,13.6,,
171665,,,,,,,,5.9,20.4,,
171666,,,,,,,,1.1,1.4,,
171667,,,,,,,,1.0,3.4,,
171668,,,,,,,,49.1,18.1,,
171669,,,,,,,,575.8,42.5,,
171670,,,,,,,,56.4,41.6,,
171671,,,,,,,,8.9,141.1,,
171672,,,,,,,,96.0,205.2,,
171673,,,,,,,,36.5,41.8,,
171674,,,,,,,,6.4,71.5,,
171675,,,,,,,,18.7,63.7,,
171676,,,,,,,,9.3,71.5,,
171677,,,,,,,,13.1,71.5,,
171678,,,,,,,,4.6,358.3,,
171679,,,,,,,,1.0,71.5,,
171680,,,,,,,,1.3,139.9,,
171681,,,,,,,,12.1,77.3,,
171682,,,,,,,,486.0,71.5,,
171683,,,,,,,,237.5,157.7,,
171684,,,,,,,,1695.3,58.1,,
171685,,,,,,,,5660.6,71.5,,
171686,,,,,,,,1812.0,468.1,,
171687,,,,,,,,16.9,205.2,,
171688,,,,,,,,12931.1,51.6,,
171689,,,,,,,,16.7,429.9,,
171690,,,,,,,,25.7,71.5,,
172963,,,,,,,,1.2,0.9,,
172964,,,,,,,,1.9,2.0,,
172965,,,,,,,,2.1,1.4,,
172966,,,,,,,,1.7,1.3,,
172967,,,,,,,,1.2,1.1,,
172968,,,,,,,,1.2,0.7,,
172969,,,,,,,,3.6,8.3,,
172970,,,,,,,,1.9,2.2,,
172971,,,,,,,,1.0,0.6,,
172972,,,,,,,,3.8,4.4,,
172973,,,,,,,,1.0,0.9,,
172974,,,,,,,,2.1,2.5,,
172975,,,,,,,,1.2,0.8,,
172976,,,,,,,,2.6,1.4,,
172977,,,,,,,,2.9,2.9,,
172978,,,,,,,,2.0,0.5,,
172979,,,,,,,,0.8,0.4,,
172980,,,,,,,,9.9,49.6,,
172981,,,,,,,,3.0,70.9,,
172997,,,,,,,,1.1,,,
172998,,,,,,,,,,,
172999,,,,,,,,12345.8,,,
173000,,,,,,,,15923.6,,,
173001,,,,,,,,19.7,,,
173002,,,,,,,,3895.1,,,
173003,,,,,,,,21240.8,,,
173004,,,,,,,,173.5,,,
173005,,,,,,,,546.1,,,
173006,,,,,,,,5.4,,,
173007,,,,,,,,427.8,,,
173008,,,,,,,,783.6,,,
173009,,,,,,,,30.9,,,
173010,,,,,,,,402.8,,,
173011,,,,,,,,1688.0,,,
173012,,,,,,,,1025.2,,,
173020,,,,,,,,1.5,,,
173021,,,,,,,,6.4,,,
173022,,,,,,,,27.5,,,
173023,,,,,,,,159.9,,,
173024,,,,,,,,17097.0,,,
173025,,,,,,,,15923.0,,,
173026,,,,,,,,348.0,,,
173027,,,,,,,,4238.0,,,
173028,,,,,,,,1.8,,,
173029,,,,,,,,130.6,,,
173030,,,,,,,,4.5,,,
173031,,,,,,,,24630.3,,,
202561,,,,,,,,8100.0,49.0,,
202562,,,,,,,,720.0,44.0,,
202563,,,,,,,,1540.0,49.0,,
202564,,,,,,,,4500.0,49.0,,
202565,,,,,,,,4.0,20.0,,
202566,,,,,,,,120.0,48.0,,
202567,,,,,,,,1200.0,49.0,,
202568,,,,,,,,940.0,49.0,,
202569,,,,,,,,10000.0,65.0,,
202570,,,,,,,,7400.0,84.0,,
202571,,,,,,,,250.0,44.0,,
202572,,,,,,,,2200.0,49.0,,
202573,,,,,,,,1100.0,49.0,,
202574,,,,,,,,6200.0,49.0,,
205110,,,,,,,,1.7,3.8,,
205111,,,,,,,,1.4,37.0,,
205112,,,,,,,,1.8,86.1,,
205114,,,,,,,,2.3,6.9,,
205115,,,,,,,,1.2,2.7,,
205116,,,,,,,,2.3,,,
205117,,,,,,,,1.8,1.7,,
205118,,,,,,,,7.1,,,
205119,,,,,,,,6.2,5.7,,
205120,,,,,,,,4.0,2.6,,
205121,,,,,,,,2.2,8.1,,
205122,,,,,,,,0.4,1.6,,
205123,,,,,,,,0.6,,,
205124,,,,,,,,0.9,1.3,,
205125,,,,,,,,2.2,207.6,,
205126,,,,,,,,1.6,55.5,,
205127,,,,,,,,2.8,2155.9,,
205128,,,,,,,,2.1,36.5,,
205129,,,,,,,,7.6,5.5,,
205130,,,,,,,,31.9,173.4,,
205131,,,,,,,,1.2,2.9,,
205132,,,,,,,,13.1,,,
205133,,,,,,,,6.8,105.0,,
205137,,,,,,,,94.4,177.1,,
205138,,,,,,,,2.4,4.4,,
205139,,,,,,,,2.2,2.8,,
205140,,,,,,,,27.2,24.3,,
205141,,,,,,,,0.7,2.9,,
205142,,,,,,,,4.7,13.1,,
205143,,,,,,,,2.9,4.3,,
205144,,,,,,,,5.7,13.9,,
205145,,,,,,,,2.4,4.6,,
205146,,,,,,,,2.7,,,
205147,,,,,,,,3.4,,,
205148,,,,,,,,0.6,1.5,,
205149,,,,,,,,97.4,733.4,,
205150,,,,,,,,3.8,,,
205151,,,,,,,,15.6,17.8,,
205152,,,,,,,,26.7,56.2,,
205153,,,,,,,,4.9,36.2,,
205660,0.9,0.7,1.1,0.7,,1.1,,1.3,0.7,0.7,1.1
205661,34.0,2.0,0.7,1.0,,3.0,,1.4,0.7,0.7,18.0
205662,34.0,1.8,0.5,0.4,,1.9,,1.1,0.7,0.4,18.0
205663,34.0,1.6,0.5,0.8,,2.4,,0.8,0.5,0.6,18.0
205664,34.0,2.0,0.6,0.6,,2.3,,0.9,0.7,0.6,18.0
205665,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
